# x_m,y_m,altitude (m)
-269.744444,99.807483,1527.9
-270.48071,104.749357,1527.9
-271.045224,109.713691,1528
-271.459023,114.693104,1528
-271.737472,119.682096,1528
-271.893818,124.676437,1528
-271.941465,129.67307,1528
-271.893826,134.66959,1528
-271.765327,139.664697,1528
-271.577994,144.658219,1527.9
-271.362364,149.650517,1527.8
-271.1508,154.64263,1527.8
-270.969871,159.636122,1527.7
-270.831746,164.631309,1527.6
-270.741973,169.627476,1527.5
-270.709147,174.624218,1527.5
-270.746877,179.620798,1527.4
-270.873301,184.615915,1527.3
-271.109058,189.607067,1527.2
-271.475489,194.590274,1527.1
-271.993981,199.559863,1527.1
-272.684823,204.508227,1527
-273.566999,209.425948,1527
-274.653373,214.302808,1527
-275.935879,219.131961,1527
-277.396559,223.910257,1527
-279.017003,228.636806,1527
-280.779286,233.312368,1527
-282.666001,237.939154,1527
-284.660237,242.520661,1527
-286.744578,247.061881,1527
-288.896391,251.571477,1527
-291.086579,256.062615,1526.9
-293.290197,260.547351,1526.9
-295.488262,265.034921,1526.9
-297.662187,269.53427,1526.9
-299.791644,274.054823,1526.9
-301.855294,278.60573,1526.9
-303.83115,283.195387,1526.8
-305.696483,287.831046,1526.7
-307.429322,292.517845,1526.7
-309.009108,297.258012,1526.6
-310.416098,302.051749,1526.4
-311.624283,306.899951,1526.3
-312.59461,311.801694,1526.2
-313.280344,316.750287,1526
-313.638124,321.733395,1525.8
-313.639577,326.72967,1525.6
-313.267866,331.710331,1525.4
-312.527266,336.64951,1525.2
-311.450833,341.528002,1524.9
-310.071334,346.32988,1524.5
-308.418586,351.044563,1524.1
-306.51931,355.665767,1523.6
-304.398933,360.190043,1523.1
-302.08218,364.617077,1522.5
-299.592562,368.949432,1521.9
-296.952631,373.191999,1521.3
-294.183631,377.351498,1520.7
-291.303269,381.434867,1520.1
-288.326169,385.448408,1519.6
-285.265912,389.39868,1519.2
-282.134791,393.292516,1518.9
-278.947751,397.140607,1518.5
-275.728206,400.961855,1518.1
-272.497199,404.773534,1517.7
-269.263526,408.582943,1517.4
-266.030782,412.393147,1517.2
-262.801849,416.206572,1516.9
-259.579249,420.025328,1516.5
-256.363962,423.850248,1516.1
-253.155309,427.680756,1515.6
-249.952454,431.516112,1515.1
-246.754566,435.355602,1514.6
-243.559456,439.19726,1514.2
-240.357956,443.033353,1514
-237.13231,446.849293,1514
-233.864262,450.629279,1514.1
-230.53745,454.357714,1514.1
-227.135909,458.017986,1514.2
-223.644531,461.592545,1514.2
-220.049134,465.062513,1514.5
-216.33755,468.407548,1515
-212.499263,471.605908,1515.5
-208.520402,474.628743,1516
-204.385728,477.434946,1516.5
-200.083712,479.974115,1517.1
-195.612449,482.202585,1517.5
-190.988911,484.097891,1518
-186.238725,485.646062,1518.4
-181.383937,486.823177,1518.9
-176.446819,487.584099,1519.4
-171.460865,487.868312,1519.8
-166.473554,487.619589,1520.2
-161.543119,486.824978,1520.5
-156.725676,485.509249,1520.9
-152.073367,483.693824,1521.3
-147.640951,481.392517,1521.7
-143.487108,478.619622,1522.1
-139.67588,475.392012,1522.6
-136.278142,471.732051,1523
-133.365111,467.676613,1523.4
-130.972401,463.293234,1523.7
-129.090901,458.666639,1524.1
-127.697046,453.870565,1524.4
-126.764958,448.963976,1524.7
-126.26884,443.993299,1525
-126.180794,438.999155,1525.1
-126.477231,434.013564,1525.2
-127.141422,429.060602,1525.3
-128.147851,424.166623,1525.4
-129.462841,419.347233,1525.4
-131.045239,414.607304,1525.5
-132.853698,409.949673,1525.4
-134.854982,405.371661,1525.4
-137.022568,400.869514,1525.3
